Sr.No,Date,Invoice No,Challan No,Challan Date,P.O. Date,Product Name,Qty,Unit Price,Amount,Discount,Total Value,Packing & Forwarding,Freight,CGST(9%),SGST(9%),GST Tax Total,Sub Total,Rounded Off,Total
12,17-Jul-19,ARH/J717/111,111,17-Jul-19,22-Jun-19,Conductivity Level Switch,1,4250,4250,,4250,,60,382.5,382.5,765,5075,,5075
13,17-Jul-19,ARH/J717/112,112,17-Jul-19,23-Jun-19,Cable Float Level Switch,2,10053,20106,,20106,150,,1809.54,1809.54,3619.08,23875.08,0.08,23875
14,17-Jul-19,ARH/J717/113,113,17-Jul-19,29-Jun-19,Float And Board Level Indicator,6,3520,21120,,21120,,25,1900.8,1900.8,3801.6,24946.6,0.6,24946
15,17-Jul-19,ARH/J717/114,114,17-Jul-19,5-Jul-19,Capicitance Type,2,35000,70000,,70000,450,,6300,6300,12600,83050,,83050
16,20-Jul-19,ARH/J717/115,115,20-Jul-19,16-Jul-19,Transparent Level Gauge,1,85000,85000,,85000,,,7650,7650,15300,100300,,100300
17,25-Jul-19,ARH/J717/116,116,25-Jul-19,10-Jul-19,Capicitance Type,1,35000,35000,10%,31500,450,,2835,2835,5670,37620,,37620
1,1-Aug-19,ARH/A817/100,100,1-Aug-19,16-Jul-19,By-Pass Level Indicator,3,3500,10500,10%,9450,,,850.5,850.5,1701,11151,,11151
2,2-Aug-19,ARH/A817/101,101,2-Aug-19,16-Jul-19,Magnetic Float Level Switch,3,12300,36900,,36900,250,,3321,3321,6642,43792,,43792
3,3-Aug-19,ARH/A817/102,102,3-Aug-19,16-Jul-19,Tubuler Type Level Gauge,2,2900,5800,,5800,,,522,522,1044,6844,,6844
4,4-Aug-19,ARH/A817/103,103,4-Aug-19,20-Jul-19,Reflex Level Gauge,1,7200,7200,,7200,,,648,648,1296,8496,,8496
5,5-Aug-19,ARH/A817/104,104,5-Aug-19,21-Jul-19,Conductivity Float Level Switch,4,11700,46800,,46800,,,4212,4212,8424,55224,,55224
6,5-Aug-19,ARH/A817/105,105,5-Aug-19,21-Jul-19,Magnetic Float Level Switch,3,12300,36900,5%,35055,250,,3154.95,3154.95,6309.9,41614.9,0.9,41614
7,5-Aug-19,ARH/A817/106,106,5-Aug-19,1-Aug-19,Cable Float Level Switch,2,10053,20106,,20106,150,,1809.54,1809.54,3619.08,23875.08,0.08,23875
8,8-Aug-19,ARH/A817/107,107,8-Aug-19,22-Jul-19,Conductivity Float Level Switch,4,11700,46800,10%,42120,,,3790.8,3790.8,7581.6,49701.6,0.6,49701
9,14-Aug-19,ARH/A817/108,108,14-Aug-19,23-Jul-19,Conductivity Float Level Switch,3,11700,35100,,35100,,,3159,3159,6318,41418,,41418
10,15-Aug-19,ARH/A817/109,109,15-Aug-19,25-Jul-19,Capicitance Type,1,35000,35000,10%,31500,450,,2835,2835,5670,37620,,37620
11,19-Aug-19,ARH/A817/110,110,19-Aug-19,12-Aug-19,Transparent Level Gauge,1,85000,85000,,85000,,,7650,7650,15300,100300,,100300
12,21-Aug-19,ARH/A817/111,111,21-Aug-19,25-Jul-19,Conductivity Float Level Switch,5,11700,58500,,58500,,,5265,5265,10530,69030,,69030
13,22-Aug-19,ARH/A817/112,112,22-Aug-19,20-Jul-19,Magnetic Float Level Switch,3,12300,36900,5%,35055,250,,3154.95,3154.95,6309.9,41614.9,0.9,41614
14,24-Aug-19,ARH/A817/113,113,24-Aug-19,30-Jul-19,Cable Float Level Switch,2,10053,20106,,20106,150,,1809.54,1809.54,3619.08,23875.08,0.08,23875
15,8-Aug-19,ARH/A817/107,114,8-Aug-19,22-Jul-19,Conductivity Float Level Switch,1,11700,11700,10%,10530,,,947.7,947.7,1895.4,12425.4,0.4,12425
16,5-Aug-19,ARH/A817/106,115,5-Aug-19,1-Aug-19,Cable Float Level Switch,1,10053,10053,,10053,150,,904.77,904.77,1809.54,12012.54,0.54,12012
1,6-Sep-19,ARH/S917/100,100,6-Sep-19,1-Sep-19,By-Pass Level Indicator,1,3500,3500,,3500,,,315,315,630,4130,,4130
2,13-Sep-19,ARH/S917/101,101,13-Sep-19,5-Aug-19,Conductivity Level Switch,2,4250,8500,,8500,,,765,765,1530,10030,,10030
3,19-Sep-19,ARH/S917/102,102,19-Sep-19,2-Sep-19,Capicitance Type,1,35000,35000,,35000,,,3150,3150,6300,41300,,41300
4,20-Sep-19,ARH/S917/103,103,20-Sep-19,3-Sep-19,Tubuler Type Level Gauge,4,2900,11600,,11600,,,1044,1044,2088,13688,,13688
5,28-Sep-19,ARH/S917/104,104,28-Sep-19,20-Aug-19,Cable Float Level Switch,3,10053,30159,,30159,,,2714.31,2714.31,5428.62,35587.62,0.62,35587
1,14-Oct-19,ARH/O1017/100,100,14-Oct-19,12-Oct-19,Capicitance Type,3,35000,105000,,105000,,,9450,9450,18900,123900,,123900
2,14-Oct-19,ARH/O1017/101,101,14-Oct-19,12-Oct-19,Tubuler Type Level Gauge,2,2900,5800,,5800,,,522,522,1044,6844,,6844
1,6-Nov-19,ARH/N1117/100,100,6-Nov-19,,Capicitance Type,2,35000,70000,,70000,,,6300,6300,12600,82600,,82600
2,10-Nov-19,ARH/N1117/101,101,10-Nov-19,5-Oct-19,Capicitance Type,3,35000,105000,,105000,550,,9450,9450,18900,124450,,124450
3,11-Nov-19,ARH/N1117/102,102,11-Nov-19,,Cable Float Level Switch,2,10053,20106,,20106,250,,1809.54,1809.54,3619.08,23975.08,0.08,23975
4,11-Nov-19,ARH/N1117/103,103,11-Nov-19,7-Oct-19,Float And Board Level Indicator,4,3520,14080,,14080,,25,1267.2,1267.2,2534.4,16639.4,0.4,16639
5,13-Nov-19,ARH/N1117/104,104,13-Nov-19,8-Oct-19,By-Pass Level Indicator,4,3500,14000,5%,13300,,,1197,1197,2394,15694,,15694
6,14-Nov-19,ARH/N1117/105,105,14-Nov-19,9-Oct-19,Float And Board Level Indicator,3,3520,10560,,10560,,25,950.4,950.4,1900.8,12485.8,0.8,12485
7,25-Nov-19,ARH/N1117/107,107,25-Nov-19,11-Oct-19,Conductivity Level Switch,2,4250,8500,,8500,,60,765,765,1530,10090,,10090
8,25-Nov-19,ARH/N1117/108,108,25-Nov-19,,Float And Board Level Indicator,1,3520,3520,,3520,,,316.8,316.8,633.6,4153.6,0.6,4153
9,25-Nov-19,ARH/N1117/109,109,25-Nov-19,13-Oct-19,Capicitance Type,1,35000,35000,,35000,450,,3150,3150,6300,41750,,41750
1,4-Dec-19,ARH/D1217/100,100,4-Dec-19,7-Nov-19,Conductivity Float Level Switch,4,11700,46800,10%,42120,,,3790.8,3790.8,7581.6,49701.6,0.6,49701
2,5-Dec-19,ARH/D1217/101,101,5-Dec-19,6-Aug-19,Magnetic Float Level Switch,3,12300,36900,,36900,550,,3321,3321,6642,44092,,44092
3,6-Dec-19,ARH/D1217/102,102,5-Dec-19,9-Nov-19,Capicitance Type,1,35000,35000,,35000,450,,3150,3150,6300,41750,,41750
4,6-Dec-19,ARH/D1217/103,103,5-Dec-19,10-Nov-19,Tubuler Type Level Gauge,3,2900,8700,5%,8265,,,743.85,743.85,1487.7,9752.7,0.7,9752
5,8-Dec-19,ARH/D1217/104,104,8-Dec-19,11-Nov-19,Conductivity Float Level Switch,4,11700,46800,,46800,,,4212,4212,8424,55224,,55224
6,9-Dec-19,ARH/D1217/105,105,9-Dec-19,12-Nov-19,By-Pass Level Indicator,3,3500,10500,,10500,,,945,945,1890,12390,,12390
7,13-Dec-19,ARH/D1217/106,106,12-Dec-19,13-Nov-19,Conductivity Float Level Switch,4,11700,46800,,46800,,,4212,4212,8424,55224,,55224
8,13-Dec-19,ARH/D1217/108,108,12-Dec-19,15-Nov-19,Conductivity Float Level Switch,4,11700,46800,,46800,,,4212,4212,8424,55224,,55224
9,13-Dec-19,ARH/D1217/109,109,12-Dec-19,16-Nov-19,Magnetic Float Level Switch,3,12300,36900,5%,35055,300,,3154.95,3154.95,6309.9,41664.9,0.9,41664
10,14-Dec-19,ARH/D1217/110,110,14-Dec-19,16-Nov-19,Cable Float Level Switch,2,10053,20106,,20106,450,,1809.54,1809.54,3619.08,24175.08,0.08,24175
11,14-Dec-19,ARH/D1217/111,111,15-Dec-19,18-Nov-19,Level Transmitter for Magnetic Level  Gauge,1,7200,7200,,7200,,,648,648,1296,8496,,8496
12,16-Dec-19,ARH/D1217/112,112,16-Dec-19,19-Nov-19,Conductivity Float Level Switch,6,11700,70200,,70200,,,6318,6318,12636,82836,,82836
13,18-Dec-19,ARH/D1217/113,113,17-Dec-19,15-Dec-19,Miniature Level Switch(SS),2,1502,3004,15%,2553.4,,,229.806,229.806,459.612,3013.012,0.012,3013
14,18-Dec-19,ARH/D1217/114,114,18-Dec-19,21-Nov-19,Capicitance Type,2,35000,70000,10%,63000,200,,5670,5670,11340,74540,,74540
15,18-Dec-19,ARH/D1217/115,115,18-Dec-19,21-Nov-19,Magnetic Float Level Switch,3,12300,36900,,36900,200,,3321,3321,6642,43742,,43742
16,18-Dec-19,ARH/D1217/116,116,20-Dec-19,23-Nov-19,Cable Float Level Switch,2,10053,20106,,20106,150,,1809.54,1809.54,3619.08,23875.08,0.08,23875
17,21-Dec-19,ARH/D1217/117,117,21-Dec-19,24-Nov-19,Magnetic Float Level Switch,3,12300,36900,,36900,450,,3321,3321,6642,43992,,43992
18,22-Dec-19,ARH/D1217/118,118,22-Dec-19,20-Dec-19,Magnetic Float Level Switch,4,12300,49200,,49200,550,,4428,4428,8856,58606,,58606
19,24-Dec-19,ARH/D1217/120,120,25-Dec-19,27-Nov-19,Miniature Level Switch(SS),2,1502,3004,,3004,,,270.36,270.36,540.72,3544.72,0.72,3544
20,24-Dec-19,ARH/D1217/121,121,25-Dec-19,27-Nov-19,Magnetic Float Level Switch,4,12300,49200,5%,46740,300,,4206.6,4206.6,8413.2,55453.2,0.2,55453
21,25-Dec-19,ARH/D1217/122,122,25-Dec-19,29-Nov-19,Transparent Level Gauge,1,85000,85000,,85000,,,7650,7650,15300,100300,,100300
22,28-Dec-19,ARH/D1217/124,124,28-Dec-19,1-Dec-19,Conductivity Float Level Switch,4,11700,46800,10%,42120,,,3790.8,3790.8,7581.6,49701.6,0.6,49701
,,,,,,,,,,,,,,,,,,,
